session_key,subject,condition,trial,filename,duration_min,total_samples,num_windows,window_size_sec,theta_power_mean,theta_power_std,theta_power_min,theta_power_max,alpha_power_mean,alpha_power_std,alpha_power_min,alpha_power_max,beta_power_mean,beta_power_std,beta_power_min,beta_power_max,gamma_power_mean,gamma_power_std,gamma_power_min,gamma_power_max,theta_alpha_mean,theta_alpha_std,theta_alpha_min,theta_alpha_max,beta_alpha_mean,beta_alpha_std,beta_alpha_min,beta_alpha_max,alpha_beta_mean,alpha_beta_std,alpha_beta_min,alpha_beta_max,beta_theta_mean,beta_theta_std,beta_theta_min,beta_theta_max,dominant_freq_mean,dominant_freq_std,dominant_theta_percent,dominant_alpha_percent,dominant_beta_percent,dominant_gamma_percent
a_concentrating_1,a,concentrating,1,subjecta-concentrating-1.csv,0.9890625,15192,22,5,49.46147778655966,33.625866039082005,11.615265998797138,153.85385296804765,17.004503739395897,5.436131495083817,8.383983855592959,29.200051042713845,86.64665674683111,60.856826322774964,19.922272903161346,233.47418157858198,71.73428367840953,43.65680330639013,19.334667487836242,147.03151944011228,2.791661163839581,1.3415070752143743,1.0001087279434178,5.7319707617915245,5.166295151088739,3.6302202107166965,1.4740698371149505,15.911275583957107,0.30224789077590497,0.18245420923338046,0.0628485123473238,0.6783939097195014,2.3556751310336237,2.606896727159511,0.6358713745657536,11.212681561849617,2.1818181818181817,4.225317240767132,0.0,0.0,4.545454545454546,0.0
a_concentrating_2,a,concentrating,2,subjecta-concentrating-2.csv,0.871875,13392,19,5,164.01159768550426,130.2100062847769,23.085639642478448,502.14095349557135,29.722031241208818,17.91866410968747,10.05584620588328,71.63721262379401,159.48969785879748,149.63398597461233,21.903910675997913,488.7803288380368,108.43772610191368,79.85234630342326,29.144129293640336,280.08359037916273,5.138459726315193,2.1616306800354566,2.1891828087305547,9.966652052928179,4.9388856264452246,3.570902578936515,1.873397595879887,13.687074496262886,0.3030422401440166,0.15912756163502093,0.07306163199981411,0.5337895181456799,1.2106624887850554,1.3535133639018233,0.2885660918324142,5.762872283934623,0.9736842105263158,0.19692933614599692,0.0,0.0,0.0,0.0
a_neutral_1,a,neutral,1,subjecta-neutral-1.csv,0.98984375,15204,22,5,22.37577222259937,9.57438357790088,12.701743178226002,52.434647430175445,9.009839582404659,1.508031071961804,7.1730428937482245,13.661665992910537,10.393926585855143,1.322574755985376,8.197969093404897,12.94053915112586,4.6572504912920385,1.2877667427524777,2.6794156649768697,7.330732822987871,2.5145494734280605,1.0446631308562262,1.3650678234285007,4.652915868681984,1.171732758453289,0.17713073705956772,0.8899098506955826,1.5274676192224885,0.8723157279816292,0.1270423596787126,0.6546783626804605,1.123709327656467,0.5226216928421149,0.15409370528532781,0.24679367146233067,0.8497012849326596,1.4090909090909092,0.4430361065822256,0.0,0.0,0.0,0.0
a_neutral_2,a,neutral,2,subjecta-neutral-2.csv,0.990625,15216,22,5,21.059129974357663,7.169395264366865,10.704361612011471,38.562785476471035,9.206180838053934,1.7459037880598018,6.812171724718743,12.362152625732595,10.265989493691121,1.3020184956358605,7.968765890869218,13.167458496168978,4.980966796677378,1.6561951477075492,2.7426459701956274,9.465775224999115,2.2878210771221177,0.6035327793700629,1.2315541483865826,3.6923093115966763,1.1412879999380543,0.1803162090489561,0.8442873733049043,1.466931899211132,0.8991991066433578,0.14735982695125494,0.6816949038587049,1.1844308367251417,0.5382764152754956,0.18482754639876128,0.2706549653977234,1.1369977390582118,1.7045454545454546,0.6153175623036765,0.0,0.0,0.0,0.0
a_relaxed_1,a,relaxed,1,subjecta-relaxed-1.csv,0.98984375,15204,22,5,5.921688980077969,0.9940043412737762,3.744463153977472,7.689020571925893,13.395002244725237,6.464239024297404,6.497435271830401,32.381844295193766,5.298781875037138,0.7114070671847622,4.395438572071729,7.0074158873373,2.1538070102570805,0.7585576716686648,1.3495331519537046,4.198122336728172,0.5210640180097277,0.19419021884556692,0.22761797418355748,0.8950625970388305,0.49014952278418084,0.2286319437623091,0.18543625383124634,0.9048668687735961,2.5876254909899674,1.2443937416153634,1.105134948034225,5.3926887506584125,0.9227774049590081,0.20458962406116396,0.5889276740161777,1.2847591372950908,6.045454545454546,4.665904109283087,0.0,50.0,0.0,0.0
a_relaxed_2,a,relaxed,2,subjecta-relaxed-2.csv,0.98984375,15204,22,5,15.624308825115657,3.8309630783512847,9.370973318967472,28.017058209682986,17.02809787167604,6.613832252274158,8.691275426954109,38.01495751574318,10.10913649394647,1.2051777621949964,7.930280855225626,12.810490714932644,2.951280193036075,0.40133227442796554,2.5055720108563637,3.9054896060895974,1.0451393844979053,0.5128532332914161,0.3854064342639313,2.8592247575595344,0.6740587574083589,0.2646992282958221,0.2855596858691426,1.346594100863499,1.7091593277752644,0.6590616261931368,0.7426142735652513,3.5018948734179824,0.6712820272027908,0.11737053121386253,0.45723896559936494,0.8774271371870266,2.5681818181818183,3.191948160270031,0.0,13.636363636363635,0.0,0.0
b_concentrating_1,b,concentrating,1,subjectb-concentrating-1.csv,0.73984375,11364,16,5,298.7012408203411,130.03185914945044,132.89278156385598,564.3399973379012,92.06796251419749,89.11809940160009,15.96009536474082,360.47791536756495,504.6884245416212,298.33269723696776,149.26519427775236,1297.2162756291395,384.05977822065563,360.8699691759997,115.92019458540223,1506.0342342836057,6.47012955765422,5.610208801536176,0.9884690634695737,24.746807897273232,7.848808515118185,3.458052952479904,3.5986012466434176,16.25540127923068,0.1521727660818627,0.0617331685531403,0.061518013786450616,0.27788574822863366,1.7959856807092671,0.939401734567872,0.5334979369093069,3.640580549898198,1.4375,0.6091746465505602,0.0,0.0,0.0,0.0
b_concentrating_2,b,concentrating,2,subjectb-concentrating-2.csv,0.740625,11376,16,5,159.26732606711897,70.3866176737429,55.75463736476876,319.31555926039925,64.09475472098961,27.383295980059234,30.93086311306372,138.15458367016564,682.1481513354709,83.80839832881809,570.2620051262845,823.7634675857603,314.1408160272142,63.34937674225525,243.95033980162148,411.5943326391217,2.7052868085567567,1.2451052335437285,1.1167811897762057,5.203689616983814,12.204461561826644,4.285127916563944,5.0765471860340945,22.115349352580107,0.0936568095019748,0.03679945390692576,0.045217463403232835,0.19698428151146982,5.379704140022444,2.9536842763432594,1.815820481336917,12.435116330989782,1.0625,0.29973947020704494,0.0,0.0,0.0,0.0
b_neutral_1,b,neutral,1,subjectb-neutral-1.csv,0.990625,15216,22,5,39.80244215520962,22.464117651680883,14.303653841000083,104.89067728055134,13.70324890101186,4.129935229697308,6.914421957766818,21.060836297756452,14.416689831492484,2.6834762582908436,8.830803667650532,19.557552347619733,6.097148425738706,1.8294383001852212,2.900501882334768,9.504328529391524,2.7431813990098957,0.7449356073986151,1.3376760829210008,5.010318498898316,1.095777354668732,0.19357906061558477,0.7496980837788922,1.5106509610290753,0.9430055425932212,0.17557807086686736,0.6619662819522433,1.3338702894363126,0.43152668025606056,0.13768987498146532,0.18645653603045295,0.7302524439958532,1.5227272727272727,0.38368052309395756,0.0,0.0,0.0,0.0
b_neutral_2,b,neutral,2,subjectb-neutral-2.csv,0.98984375,15204,22,5,31.026746306935987,17.983427287446563,9.044920184537911,86.99520259029013,10.397420013192237,3.8435351859588676,5.599872178747814,21.962289974288296,12.913869544552908,5.30870305768182,7.386772878191314,27.540346424299223,6.182145376382536,3.839475927633773,2.425679286987118,13.989447140335411,2.8351317035775088,0.7451816388291262,1.615201185995721,4.558269726200155,1.2615063742091097,0.3172246148569471,0.7903746303258745,2.2621020427698295,0.8387396608396194,0.19420818481739877,0.44206670658214453,1.2652227964195866,0.4758513820204015,0.17459788190997078,0.22768139370766305,0.9659991883641862,1.4772727272727273,0.4879752398541793,0.0,0.0,0.0,0.0
b_relaxed_1,b,relaxed,1,subjectb-relaxed-1.csv,0.98984375,15204,22,5,10.572859015988946,1.5976025104500202,8.612614951571345,14.30639115784175,13.57068953519933,5.297295306980736,5.62492128216959,23.175139351937663,8.87699670307204,0.8813957988150455,7.253718246515533,10.46523453870562,2.8226113330809732,0.38751392538403195,2.021411596314172,3.2953782298863623,0.8844670884428738,0.29400158684306305,0.39613295121052977,1.606709139232585,0.7461416149379098,0.2538582210695735,0.4195076222015716,1.3401322032427352,1.5109147403774033,0.5246139416395604,0.7461950377584293,2.3837469144231767,0.8510639968104968,0.10693319367094448,0.664681296817014,1.1230347182946063,2.0454545454545454,2.840090791238784,0.0,9.090909090909092,0.0,0.0
b_relaxed_2,b,relaxed,2,subjectb-relaxed-2.csv,0.68828125,10572,15,5,18.004557438265074,4.626469878463142,7.974309095916283,28.10978238255581,11.170779249601603,4.576083035735297,7.1003497497136046,24.423202457004486,11.083072352861299,1.3922573706796662,9.103722643652942,13.823816944170126,3.706231319525757,0.4193538693892426,2.900724262905681,4.577305630743064,1.7490702136687493,0.526782157605009,0.7741193279832693,2.4740216352009683,1.0892780474877986,0.2706478851778131,0.5184291021627023,1.448859612276368,1.0031983518902763,0.35901798656247413,0.6901979953936707,1.9289040600312648,0.6533713211056845,0.18658095675442335,0.4444377200161656,1.290069128454644,1.3,0.43969686527576396,0.0,0.0,0.0,0.0
c_concentrating_1,c,concentrating,1,subjectc-concentrating-1.csv,0.98984375,15204,22,5,92.53600315096672,67.51842393260708,14.060097617188692,261.7590645737694,36.64018614050636,23.43435534416996,9.659687877796026,107.3017957446866,137.76476814795006,145.12529913272652,43.007069020617536,527.3464759657792,59.83179891140499,57.98359674408447,20.709863835760665,211.9174470624641,2.414272369136994,0.8257775657488637,1.4555436775040678,5.184131248446573,3.5203159568997986,1.7087518236766064,1.232500474381206,7.997415064218524,0.3614431986428701,0.1854227623235736,0.12504040267637603,0.8113587140824947,1.5132355705136675,0.6942413392078589,0.5732441936185941,3.1028616784599357,2.227272727272727,4.23654896200174,0.0,0.0,4.545454545454546,0.0
c_concentrating_2,c,concentrating,2,subjectc-concentrating-2.csv,0.98984375,15204,22,5,92.16831193768051,83.4168543390792,32.37051947451813,413.8880292670454,32.52811851169698,28.193518132150334,11.766350297882983,124.34244678446204,76.0351268288707,66.29977208406319,36.943105384263724,296.8242017588099,32.45616540996147,18.430224368191986,17.35968232078271,90.1024226346219,2.98328613499491,0.8168192361770041,1.761467050511943,4.148101019743598,2.50539212108467,0.5926745036388034,1.5280274869370507,4.004924623601769,0.4219911747484686,0.10062395957705111,0.2496925894951463,0.6544384891953167,0.8814141256288957,0.24043074398599146,0.5335514508709966,1.4383793447129671,1.3409090909090908,0.5305735240876706,0.0,0.0,0.0,0.0
c_neutral_1,c,neutral,1,subjectc-neutral-1.csv,0.98984375,15204,22,5,51.70235637987628,47.18594099597305,13.8316476797421,227.20730929064695,23.064133479318738,17.47123650631965,10.052585716056603,72.58343509986713,85.74777320717494,139.79326787569,11.988654372283683,488.70800274218453,28.462482931747033,43.99117235483861,3.9055633868321977,156.62646833300698,2.169578338966285,0.6345352559908238,1.131217277473629,3.5876922456130034,2.619032354346982,3.3765225695733543,0.9267902085951983,13.465586554047853,0.7564485237936345,0.3217650050925251,0.07426338213981423,1.0789928408024194,1.2616668805296223,1.5725860792244,0.2950566801395402,6.1289130407307795,4.090909090909091,6.925966233274806,0.0,0.0,13.636363636363635,0.0
c_neutral_2,c,neutral,2,subjectc-neutral-2.csv,0.1515625,2328,2,5,27.931766531797855,4.746190028372737,23.185576503425118,32.67795656017059,12.563514392706264,1.2599395708619134,11.30357482184435,13.823453963568177,17.590971033451567,0.4003876331923095,17.190583400259257,17.991358666643876,6.793652250701527,0.023042449887216154,6.770609800814311,6.8166947005887435,2.207561107255369,0.15638907815369074,2.051172029101678,2.3639501854090597,1.4176165056910734,0.1740355999662686,1.2435809057248048,1.591652105657342,0.7162037125235597,0.08792571355279444,0.6282779989707653,0.8041294260763542,0.651016279568632,0.12495574182950242,0.5260605377391295,0.7759720213981344,1.75,0.25,0.0,0.0,0.0,0.0
c_relaxed_1,c,relaxed,1,subjectc-relaxed-1.csv,0.98984375,15204,22,5,13.548790471056135,4.423807563962812,8.29890969272246,24.742830474838122,8.629480693455376,1.917714044691401,5.035417604203621,13.496603770100549,9.54487624974223,1.1554212728204414,7.660229241456874,13.06351420051806,3.53496949975265,0.38196151307972337,2.9019923878652696,4.537844933476687,1.5850070991265113,0.40952937333558487,0.9894191106651375,2.439829838535196,1.1411282389022932,0.18394191816124655,0.7233777094029697,1.5212699012415638,0.9020890754754366,0.1645294369455916,0.6573455500459607,1.3824036696200341,0.7595068565137847,0.19068760206163257,0.41292919838480596,1.034353574495446,1.5909090909090908,0.8207031856939904,4.545454545454546,0.0,0.0,0.0
c_relaxed_2,c,relaxed,2,subjectc-relaxed-2.csv,0.990625,15216,22,5,8.501519012265454,3.1693869812654447,4.6406192436256966,14.270888847922269,9.39020294088881,3.095521095974134,4.80046873274881,16.088433605215297,7.949523189323012,1.3187042948894572,5.541778933150934,10.786255529371614,3.9896191143201105,1.475225812647257,2.3210627943012474,7.981321716838406,0.9632114087874512,0.39101898167976906,0.39786191385716485,1.9732392872005171,0.924122374759441,0.2842187062391488,0.452567297543943,1.468316040715564,1.2015790510092106,0.4104205496916871,0.6810522886562375,2.2096161287546474,1.014360285166429,0.23472165520257077,0.6189275912976591,1.405671440863099,1.5454545454545454,0.6893523130955954,0.0,0.0,0.0,0.0
d_concentrating_1,d,concentrating,1,subjectd-concentrating-1.csv,0.73984375,11364,16,5,184.3834550317821,149.09181896763988,41.053630397167666,561.6670847588933,45.2855778370994,21.812705686112842,22.526114983870063,105.27081557991859,483.6366441321097,138.96339058661368,288.10679803815145,766.3171104891557,318.742065163666,155.17424513308666,218.07895579229458,749.2025240508971,4.061648369200412,1.9896262718467868,0.7482322836237202,8.627215934722699,12.122204636958184,3.8144132367094232,5.329521829588776,18.30759799781038,0.09376210357382848,0.0379375626637316,0.054622130118850205,0.18763409400973588,4.368791551875455,3.9924614640958787,0.9988890659181661,15.935906667185376,2.1875,4.990224819584785,0.0,0.0,6.25,0.0
d_neutral_1,d,neutral,1,subjectd-neutral-1.csv,0.98984375,15204,22,5,40.204282924749805,30.66298715241704,10.151761528625197,138.73992016470876,16.670257699020485,9.373410770517786,7.466403326431093,41.68581424577064,20.77623823378678,12.531151071097955,9.021282651524675,51.97079776900857,12.229539464689596,13.516753313919228,3.05043876320584,54.231591802748476,2.352225125439061,1.0959329327810219,1.0358444100569633,6.180783609064426,1.340490322475822,0.6463749581179612,0.5732546435041412,2.7666115373374156,0.8981457393741997,0.3578011461866272,0.36145298553999344,1.7444254683874636,0.6476758176871961,0.33701081674162775,0.1547893591682699,1.3710584923304399,1.1590909090909092,0.40972173584818067,0.0,0.0,0.0,0.0
d_neutral_2,d,neutral,2,subjectd-neutral-2.csv,0.98984375,15204,22,5,31.633850719955138,20.9560845074201,9.407605736068001,91.73225395309441,9.23816599173049,2.8777298691265463,5.080922654900532,15.294369505327435,9.802519669404086,2.6640503271376934,7.323676667183902,19.082046787705394,3.561451487563333,1.7302086431483277,2.487555257326469,10.851131002858207,3.2381870192731923,1.2792729883675686,1.2046473353862712,6.121209108847622,1.132107120889354,0.4139752286088424,0.6679910271547397,2.72704405249103,0.9626883993665267,0.24357046177382086,0.36669741329867617,1.4970260966819104,0.41010784619517787,0.2029040544521326,0.12921790600207814,0.9190915820353545,1.5454545454545454,0.5622416762205902,0.0,0.0,0.0,0.0
d_relaxed_1,d,relaxed,1,subjectd-relaxed-1.csv,0.98984375,15204,22,5,11.73307118149005,8.475428889075348,3.9469858436545495,38.428707495423154,16.425111576273043,9.533909068485857,3.262420849990488,32.49155590507016,5.423305971653481,0.8826967759110292,4.057451259239322,7.860403262091783,1.3680219176146093,0.4243194787530912,0.9249064130459939,2.7221120564695376,0.9217955158899457,0.6185917384018161,0.2727226033926993,2.47868951513318,0.5164689995562743,0.35406393380573326,0.1343638399592428,1.2591274508483956,2.956288255249852,1.7586043512446843,0.7942007771542139,7.442478573873257,0.6425121506313703,0.3037029829232369,0.1785547914251355,1.2566776973244078,3.25,3.1793009523249833,0.0,22.727272727272727,0.0,0.0
d_relaxed_2,d,relaxed,2,subjectd-relaxed-2.csv,0.98984375,15204,22,5,29.61071954144244,6.222205049181596,18.19624108830222,40.25680779555242,18.407707428748576,5.0925326785200875,11.362310863511318,31.330074694698528,15.558999744851322,1.9324560848003152,12.681236610378043,21.392158112571106,4.799708094588445,0.5303482167878588,3.386282546920941,5.6671869505570385,1.6956121143097158,0.5168257530920561,1.0212663648738598,3.1340704930015075,0.8970004492149223,0.21093554652761495,0.4047624122812538,1.3089251328266833,1.2024548930963759,0.39701297495084215,0.7639856359396618,2.470585137498238,0.548708233264725,0.12952266247551808,0.33339312106576413,0.8858917319246387,1.5227272727272727,0.5736104301874528,0.0,0.0,0.0,0.0
